,0,1,2
4773,057,077,055
4774,196,041,133
4775,014,040,068
4776,039,125,041
4777,079,093,160
4778,116,098,050
4779,013,059,018
4780,107,181,097
4781,101,024,186
4782,057,045,176
4783,168,040,019
4784,197,173,007
4785,094,138,091
4786,169,091,113
4787,173,079,060
4788,019,153,005
4789,042,185,190
4790,198,094,107
4791,160,179,056
4792,040,018,185
4793,066,053,025
4794,011,182,141
4795,066,178,106
4796,118,148,066
4797,171,040,116
4798,156,096,067
4799,069,009,113
4800,147,101,014
4801,102,084,191
4802,183,061,147
4803,157,124,048
4804,161,024,044
4805,037,176,168
4806,038,097,012
4807,104,105,068
4808,014,198,020
4809,004,077,070
4810,155,110,189
4811,085,026,136
4812,127,103,168
4813,165,066,198
4814,174,086,136
4815,157,124,076
4816,151,107,108
4817,182,016,194
4818,044,156,027
4819,177,198,003
4820,083,125,096
4821,190,060,094
4822,010,124,194
4823,077,021,013
4824,106,107,062
4825,115,198,173
4826,146,086,034
4827,137,067,050
4828,003,059,039
4829,015,174,150
4830,099,113,039
4831,178,031,125
4832,042,111,024
4833,115,096,047
4834,068,032,010
4835,075,033,162
4836,065,064,052
4837,188,039,097
4838,093,146,058
4839,115,007,194
4840,093,190,005
4841,103,001,015
4842,108,088,054
4843,082,142,055
4844,014,008,129
4845,178,183,015
4846,058,119,020
4847,173,196,071
4848,133,177,081
4849,011,186,164
4850,194,048,014
4851,071,157,047
4852,063,194,167
4853,063,160,083
4854,165,160,051
4855,177,096,179
4856,093,059,097
4857,163,105,060
4858,197,069,054
4859,068,027,085
4860,001,114,171
4861,047,057,101
4862,002,037,098
4863,136,072,133
4864,114,149,024
4865,037,039,038
4866,018,059,186
4867,065,149,098
4868,169,173,018
4869,110,136,066
4870,194,127,013
4871,020,052,119
4872,166,089,027
4873,199,009,166
4874,184,011,050
4875,033,055,113
4876,195,187,115
4877,197,074,046
4878,067,042,130
4879,083,116,152
4880,157,128,194
4881,134,024,118
4882,036,093,104
4883,106,116,150
4884,105,147,196
4885,012,153,181
4886,038,045,032
4887,173,107,157
4888,196,077,025
4889,179,166,108
4890,119,149,178
4891,007,017,066
4892,121,027,174
4893,092,063,172
4894,199,049,063
4895,049,124,128
4896,079,024,187
4897,168,188,147
4898,049,140,128
4899,151,008,098
4900,058,037,028
4901,107,077,039
4902,153,050,140
4903,032,165,124
4904,158,085,088
4905,048,103,072
4906,024,198,102
4907,158,117,150
4908,022,020,157
4909,060,173,194
4910,079,185,196
4911,025,075,181
4912,022,144,028
4913,072,122,123
4914,143,114,033
4915,018,095,196
4916,074,123,027
4917,176,054,131
4918,006,013,118
4919,045,003,081
4920,160,114,127
4921,039,093,193
4922,133,087,094
4923,042,087,150
4924,173,005,176
4925,020,195,085
4926,014,040,094
4927,017,009,026
4928,036,076,064
4929,004,001,041
4930,169,174,051
4931,083,118,116
4932,045,199,019
4933,107,083,063
4934,127,055,001
4935,057,149,038
4936,075,006,099
4937,065,147,025
4938,056,018,182
4939,050,198,053
4940,092,192,165
4941,188,099,038
4942,151,015,183
4943,004,045,198
4944,189,086,076
4945,018,096,049
4946,183,092,042
4947,137,097,083
4948,168,197,053
4949,094,184,059
4950,117,052,039
4951,077,099,184
4952,178,105,141
4953,052,088,141
4954,056,120,098
4955,157,114,174
4956,065,196,051
4957,052,054,005
4958,005,194,002
4959,032,055,037
4960,194,039,187
4961,027,037,199
4962,010,150,041
4963,096,196,103
4964,047,127,035
4965,046,093,072
4966,078,087,009
4967,055,042,014
4968,143,141,006
4969,024,148,143
4970,082,068,031
4971,146,068,002
4972,063,161,012
4973,081,165,021
4974,032,166,076
4975,097,192,087
4976,122,124,129
4977,020,193,138
4978,076,004,170
4979,041,199,175
4980,079,009,104
4981,063,143,142
4982,006,042,187
4983,166,117,018
4984,189,143,101
4985,119,036,146
4986,170,075,021
4987,164,190,166
4988,146,075,086
4989,163,027,057
4990,161,102,138
4991,146,025,043
4992,123,021,158
4993,178,124,127
4994,034,041,031
4995,022,108,147
4996,028,115,199
4997,073,181,062
4998,097,051,183
4999,179,108,098
